Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category
Palazzo Alabardieri,4bc88796dc55eee12a88e8ac,40.83479013462861,14.241711380600135,Hotel
Birdy's Bakery,50d74f6be4b079e5d1c66406,40.83530655088276,14.238681808787613,Cupcake Shop
Pescheria Mattiucci,4f7607a8e4b0b8451d9b29ba,40.834927784328926,14.23991417856402,Fish Market
Rione San Pasquale,4d9652e3744f37047c72b757,40.83476057502249,14.240090940086715,Other Great Outdoors
Piazza dei Martiri,4c29ea72fe6e2d7f007c553c,40.83433333027273,14.241931628063568,Plaza
Mosto - Birra&Distillati,55aa1a9a498ef4aa6fdd2b6e,40.83496889858332,14.241205936634396,Beer Bar
66 Fusion Bar,4c13ed6b82a3c9b63064fcf8,40.83505502350899,14.240525236778085,Bar
Antica Latteria,4dcab3fd315103976113b38d,40.835040102988465,14.241247809791824,Italian Restaurant
Happening,50dca856e4b0e04bec7f4bd3,40.835494829176184,14.240557474630544,Cocktail Bar
Tender (Kisskissbangbang sushi&drink),4e8f53efb8f79f71de0a149f,40.834341948811776,14.242180274761633,Sushi Restaurant
Ba-Bar,526d535811d2fae4ee610c8a,40.83468773195415,14.240510154337876,Café
PAN | Palazzo delle Arti Napoli,4bc37936920eb713e2811d2c,40.83640260476475,14.23689804503165,Art Museum
Gucci,4efb1bd5b8f72ebeab88f352,40.83335724605962,14.241220951080322,Boutique
L'Antiquario,567b03f0498e836ef543fa10,40.83301851906714,14.24227186505373,Speakeasy
Casa Infante,578fb797cd10ae4971d6f2bf,40.836174,14.245551,Ice Cream Shop
Tunnel Borbonico,4d7b4d0673ca5481e0e3487c,40.835590979924284,14.246238132737885,History Museum
Amici Miei,4d59a9d024466ea8f5c3799f,40.835147,14.245276,Italian Restaurant
Terrazza Calabritto,4d6eb4f96b235481bc0410e2,40.83300211222156,14.241642943684845,Italian Restaurant
Chiquita Fruit Bar,52e2da7d498ef1c5e9431478,40.836098116105376,14.245419903642436,Juice Bar
Tunnel Borbonico,50b0df6fe4b047828b7acc73,40.83271978574225,14.243243276757116,Historic Site
Barril,505b7815e4b0ae546188a90b,40.8350239107071,14.238961576192825,Wine Bar
Jap-one,4bdf166dc3392d7f4a229cd5,40.83348988310181,14.243870716921785,Sushi Restaurant
Pizza Margherita,4cfb8cd80df3236a2668faa9,40.833195195912666,14.238859811363314,Pizza Place
16 libbre - bakery café,545f4b35498ea3c6bbc7a03f,40.83526016903429,14.236332485204125,Bakery
Frozen - Yogurt & Gelati,4e3975d6d22dea80c5307e39,40.83665531629948,14.235202697002645,Frozen Yogurt Shop
Leopoldo Infante S.r.l.,4ed9fdbb775bcc53fa086b0c,40.83664312557747,14.235603882995505,Café
Antica Osteria da Tonino,4c90bc702626a1cdcce72b6b,40.835837945568926,14.235849911266332,Italian Restaurant
Il Gelato Mennella,51d6fa18498ed55497d6c342,40.83590411441306,14.237076219978965,Ice Cream Shop
Il Gelatiere,4c1c0e05b489b7135f5aa9c7,40.834894,14.236219,Ice Cream Shop
Piazza Vittoria,4ba6322ff964a520a43a39e3,40.832370543998096,14.24141380334917,Plaza
E. Marinella,4be44fc9910020a1de86d114,40.83305398798152,14.240827242603542,Men's Store
Moccia,4bff6b51e584c9282b366e25,40.835356006677976,14.23592919519001,Dessert Shop
Piazza San Pasquale,4c5a900e04f9be9af202f260,40.83403651262328,14.236400613420141,Plaza
Villa Comunale,4be2fc77660ec92846cdca3b,40.832412873852356,14.239182543185233,Park
R-Store Napoli Chiaia - Apple Premium Reseller,4f8c4c2de4b039b147b34bcf,40.836139547887285,14.238204345489617,Electronics Store
CLU coffee & food,4ede55ef6d869ce1d1869c98,40.83394156262706,14.237790002813384,Mediterranean Restaurant
Marshal Clubbing,4df3d745b61cbd3ec01ccfd3,40.83324188553844,14.238382023178602,Japanese Restaurant
Carrefour Market,4cb187d91168a093890b3423,40.835088282540696,14.237539275783314,Supermarket
SugarQueen,523252f7498e70add64561f7,40.834001313952854,14.238296861738391,Cupcake Shop
Etoile,577a23cb498e9957f661df15,40.836627,14.238054,Café
Hotel Majestic Palace,4bc8f7a8762beee1fdc03d38,40.83584885560831,14.23753843926734,Hotel
Marshall sushi,50807634e4b0be59d489d0cb,40.833302243057254,14.238404732904522,Japanese Restaurant
'A Zingara,5057b341e4b0b36647ec22dd,40.833265129135434,14.238103829327553,Sandwich Place
Enoteca Belledonne,4bd712e5637ba5931935f970,40.83517892694082,14.239378612927384,Wine Bar
PAN | Palazzo delle Arti Napoli,4bc37936920eb713e2811d2c,40.83640260476475,14.23689804503165,Art Museum
Birdy's Bakery,50d74f6be4b079e5d1c66406,40.83530655088276,14.238681808787613,Cupcake Shop
Muu Muuzzarella Lounge,515439c1e4b0ac96a501d496,40.83526448380753,14.241308724985592,Diner
Gourmeet,54d8a12e498e258e7dca40c2,40.834759999999996,14.241183,Bistro
Pescheria Mattiucci,4f7607a8e4b0b8451d9b29ba,40.834927784328926,14.23991417856402,Fish Market
Antichi Sapori Partenopei,54cf7990498e27d620cca9ad,40.83586114783705,14.243236308738654,Diner
Rione San Pasquale,4d9652e3744f37047c72b757,40.83476057502249,14.240090940086715,Other Great Outdoors
Happening,50dca856e4b0e04bec7f4bd3,40.835494829176184,14.240557474630544,Cocktail Bar
Palazzo Alabardieri,4bc88796dc55eee12a88e8ac,40.83479013462861,14.241711380600135,Hotel
66 Fusion Bar,4c13ed6b82a3c9b63064fcf8,40.83505502350899,14.240525236778085,Bar
Mosto - Birra&Distillati,55aa1a9a498ef4aa6fdd2b6e,40.83496889858332,14.241205936634396,Beer Bar
Piazza dei Martiri,4c29ea72fe6e2d7f007c553c,40.83433333027273,14.241931628063568,Plaza
Antica Latteria,4dcab3fd315103976113b38d,40.835040102988465,14.241247809791824,Italian Restaurant
Frozen - Yogurt & Gelati,4e3975d6d22dea80c5307e39,40.83665531629948,14.235202697002645,Frozen Yogurt Shop
Ba-Bar,526d535811d2fae4ee610c8a,40.83468773195415,14.240510154337876,Café
Leopoldo Infante S.r.l.,4ed9fdbb775bcc53fa086b0c,40.83664312557747,14.235603882995505,Café
Tender (Kisskissbangbang sushi&drink),4e8f53efb8f79f71de0a149f,40.834341948811776,14.242180274761633,Sushi Restaurant
16 libbre - bakery café,545f4b35498ea3c6bbc7a03f,40.83526016903429,14.236332485204125,Bakery
Gucci,4efb1bd5b8f72ebeab88f352,40.83335724605962,14.241220951080322,Boutique
Antica Osteria da Tonino,4c90bc702626a1cdcce72b6b,40.835837945568926,14.235849911266332,Italian Restaurant
Barril,505b7815e4b0ae546188a90b,40.8350239107071,14.238961576192825,Wine Bar
Il Gelato Mennella,51d6fa18498ed55497d6c342,40.83590411441306,14.237076219978965,Ice Cream Shop
Pizza Margherita,4cfb8cd80df3236a2668faa9,40.833195195912666,14.238859811363314,Pizza Place
Il Gelatiere,4c1c0e05b489b7135f5aa9c7,40.834894,14.236219,Ice Cream Shop
Moccia,4bff6b51e584c9282b366e25,40.835356006677976,14.23592919519001,Dessert Shop
E. Marinella,4be44fc9910020a1de86d114,40.83305398798152,14.240827242603542,Men's Store
Piazza San Pasquale,4c5a900e04f9be9af202f260,40.83403651262328,14.236400613420141,Plaza
Cafè Amadeus,4e2c4d7ed164223a698a9537,40.83692978029717,14.233971793249044,Bar
R-Store Napoli Chiaia - Apple Premium Reseller,4f8c4c2de4b039b147b34bcf,40.836139547887285,14.238204345489617,Electronics Store
L'Ostricaio Ristorante,5717d512498e22ad270130b2,40.83617602031817,14.234759509563446,Italian Restaurant
Manfredi,4b519aa5f964a5208f5027e3,40.836075060138,14.234647079168367,Pizza Place
Il Castello Trattoria,4dbac0194b22153e34b9e3fa,40.83583558524306,14.234805286181626,Italian Restaurant
CLU coffee & food,4ede55ef6d869ce1d1869c98,40.83394156262706,14.237790002813384,Mediterranean Restaurant
Trattoria dell'Oca,4bd6d4a16798ef3b5ba4658d,40.83587949478732,14.234700312054509,Italian Restaurant
Marshal Clubbing,4df3d745b61cbd3ec01ccfd3,40.83324188553844,14.238382023178602,Japanese Restaurant
Etoile,577a23cb498e9957f661df15,40.836627,14.238054,Café
Carrefour Market,4cb187d91168a093890b3423,40.835088282540696,14.237539275783314,Supermarket
Hotel Majestic Palace,4bc8f7a8762beee1fdc03d38,40.83584885560831,14.23753843926734,Hotel
SugarQueen,523252f7498e70add64561f7,40.834001313952854,14.238296861738391,Cupcake Shop
Funicolare Centrale - Petraio,4ca0fe050df79c74b9cc301a,40.84123287287681,14.238860607147215,Cable Car
Caffetteria Colonna,4dc3f76d7d8b14fb46041faf,40.836711,14.234404999999999,Café
Marshall sushi,50807634e4b0be59d489d0cb,40.833302243057254,14.238404732904522,Japanese Restaurant
'A Zingara,5057b341e4b0b36647ec22dd,40.833265129135434,14.238103829327553,Sandwich Place
PAN | Palazzo delle Arti Napoli,4bc37936920eb713e2811d2c,40.83640260476475,14.23689804503165,Art Museum
Frozen - Yogurt & Gelati,4e3975d6d22dea80c5307e39,40.83665531629948,14.235202697002645,Frozen Yogurt Shop
Enoteca Belledonne,4bd712e5637ba5931935f970,40.83517892694082,14.239378612927384,Wine Bar
Birdy's Bakery,50d74f6be4b079e5d1c66406,40.83530655088276,14.238681808787613,Cupcake Shop
Leopoldo Infante S.r.l.,4ed9fdbb775bcc53fa086b0c,40.83664312557747,14.235603882995505,Café
16 libbre - bakery café,545f4b35498ea3c6bbc7a03f,40.83526016903429,14.236332485204125,Bakery
Antica Osteria da Tonino,4c90bc702626a1cdcce72b6b,40.835837945568926,14.235849911266332,Italian Restaurant
Piazza Amedeo,4cfbfbeaa9042c0f1723e20a,40.8372172866394,14.23372476540961,Plaza
Il Gelatiere,4c1c0e05b489b7135f5aa9c7,40.834894,14.236219,Ice Cream Shop
Pescheria Mattiucci,4f7607a8e4b0b8451d9b29ba,40.834927784328926,14.23991417856402,Fish Market
Rione San Pasquale,4d9652e3744f37047c72b757,40.83476057502249,14.240090940086715,Other Great Outdoors
Moccia,4bff6b51e584c9282b366e25,40.835356006677976,14.23592919519001,Dessert Shop
Muu Muuzzarella Lounge,515439c1e4b0ac96a501d496,40.83526448380753,14.241308724985592,Diner
Gourmeet,54d8a12e498e258e7dca40c2,40.834759999999996,14.241183,Bistro
Il Gelato Mennella,51d6fa18498ed55497d6c342,40.83590411441306,14.237076219978965,Ice Cream Shop
Happening,50dca856e4b0e04bec7f4bd3,40.835494829176184,14.240557474630544,Cocktail Bar
66 Fusion Bar,4c13ed6b82a3c9b63064fcf8,40.83505502350899,14.240525236778085,Bar
Louis Vuitton,4d1dd625f7a9a143a2cf139f,40.83675437170841,14.240190982818605,Boutique
Pizzeria Mattozzi,4cc1e6e791413704926db055,40.8360928776951,14.240915745984335,Pizza Place
Trip,4b994acff964a520a57035e3,40.836533178263785,14.233067035675047,Cocktail Bar
Mosto - Birra&Distillati,55aa1a9a498ef4aa6fdd2b6e,40.83496889858332,14.241205936634396,Beer Bar
Palazzo Alabardieri,4bc88796dc55eee12a88e8ac,40.83479013462861,14.241711380600135,Hotel
Barril,505b7815e4b0ae546188a90b,40.8350239107071,14.238961576192825,Wine Bar
Ba-Bar,526d535811d2fae4ee610c8a,40.83468773195415,14.240510154337876,Café
Villa Pignatelli,4c024704310fc9b65f3dc461,40.83380380696855,14.233834472946414,Museum
Antica Latteria,4dcab3fd315103976113b38d,40.835040102988465,14.241247809791824,Italian Restaurant
Pizza Margherita,4cfb8cd80df3236a2668faa9,40.833195195912666,14.238859811363314,Pizza Place
Jazzy Bar,4d2658df8292236afbb905bb,40.8351389832753,14.240692756197829,Cocktail Bar
Veritas Restaurant,4eadeac5a17c199864ed4b88,40.83720877579202,14.231302441261597,Restaurant
cantine sociali,52b35650498e5b5da8e9a0d7,40.83560495492549,14.241172900195501,Wine Bar
Chandelier Cafè,4b883de9f964a520dce931e3,40.83498379514725,14.240458110383296,Cocktail Bar
Via Dei Mille,515f9e5ce4b00d82f870ea59,40.83655742028787,14.24012817783259,Boutique
Cafè Amadeus,4e2c4d7ed164223a698a9537,40.83692978029717,14.233971793249044,Bar
Piazza San Pasquale,4c5a900e04f9be9af202f260,40.83403651262328,14.236400613420141,Plaza
Pizzeria da Michele Maestri dal 1937 S.r.l.,4e3a880d2271ead2c0f0e569,40.83642436105643,14.23293919698637,Pizza Place
Al Muerzo,4e9b55979a52edbd65b07fcf,40.83436664580592,14.234669031296306,Spanish Restaurant
S'move Light Bar,4c44b21ada2176b0d1f1627a,40.83443353286239,14.240140859259446,Cocktail Bar
Giappo Sushi Bar Belledonne,4eadcdfb2c5bb67b23c8e017,40.83506,14.24015,Sushi Restaurant
Gran Caffè Cimmino,4bf7f8374a67c928f87124cf,40.83564601380436,14.241530470171009,Café
Occhi Occhi Oh,4be5e063d4f7c9b629122620,40.834425648250324,14.240239974523439,Nightclub
Acquario di Napoli,4bf52c2698ac0f47c7c164a8,40.833293,14.235829999999998,Aquarium
12morsi,56df3100498e1e5a74642bd9,40.834728000000005,14.241457,Pub
Donna Margherita,4d1b274f1683a14304ae7a51,40.835285451896475,14.241454039933867,Pizza Place
Happy Rock Café,4eed0d8a7ee5f45387888c03,40.834417343949546,14.234708772291164,Restaurant
La Torteria,4c8d0c4b55fba0937fcb64ab,40.83532058723026,14.242196466395695,Dessert Shop
Via Gaetano Filangieri,4e610a3118a8ce02fc3a9f17,40.83583138558684,14.241328640111314,Road
CLU coffee & food,4ede55ef6d869ce1d1869c98,40.83394156262706,14.237790002813384,Mediterranean Restaurant
Carrefour Express,4cde792df8cdb1f789498b12,40.839645000000004,14.241512,Convenience Store
Filangieri,4cc9b9f8d147a093e0e5e8ae,40.835570000000004,14.241710000000001,Multiplex
Marshal Clubbing,4df3d745b61cbd3ec01ccfd3,40.83324188553844,14.238382023178602,Japanese Restaurant
El Moccolo,4f081cc3754a5b5397d81140,40.83441658348783,14.234638810157776,Mexican Restaurant
La Focaccia,4d7a148670de5481bcc0c499,40.83504345824935,14.240062552596578,Pizza Place
Seventy,4cbb4d964352a1cd560e98f5,40.834730115876,14.240498264806785,Lounge
Umberto,4e12f91ce4cdef074b806ebd,40.8348,14.24105,Pizza Place
SugarQueen,523252f7498e70add64561f7,40.834001313952854,14.238296861738391,Cupcake Shop
Orange,4d9a2f000d5f224b3cb4a04e,40.833729274983256,14.23472553950751,Burger Joint
'A Zingara,5057b341e4b0b36647ec22dd,40.833265129135434,14.238103829327553,Sandwich Place
Marshall sushi,50807634e4b0be59d489d0cb,40.833302243057254,14.238404732904522,Japanese Restaurant
Enoteca Belledonne,4bd712e5637ba5931935f970,40.83517892694082,14.239378612927384,Wine Bar
L'Antiquario,567b03f0498e836ef543fa10,40.83301851906714,14.24227186505373,Speakeasy
Via Francesco Caracciolo,4b92fff7f964a520b72d34e3,40.831665,14.24039,Road
Gourmeet,54d8a12e498e258e7dca40c2,40.834759999999996,14.241183,Bistro
Piazza dei Martiri,4c29ea72fe6e2d7f007c553c,40.83433333027273,14.241931628063568,Plaza
Gucci,4efb1bd5b8f72ebeab88f352,40.83335724605962,14.241220951080322,Boutique
Birdy's Bakery,50d74f6be4b079e5d1c66406,40.83530655088276,14.238681808787613,Cupcake Shop
Terrazza Calabritto,4d6eb4f96b235481bc0410e2,40.83300211222156,14.241642943684845,Italian Restaurant
Rione San Pasquale,4d9652e3744f37047c72b757,40.83476057502249,14.240090940086715,Other Great Outdoors
Palazzo Alabardieri,4bc88796dc55eee12a88e8ac,40.83479013462861,14.241711380600135,Hotel
Pescheria Mattiucci,4f7607a8e4b0b8451d9b29ba,40.834927784328926,14.23991417856402,Fish Market
Muu Muuzzarella Lounge,515439c1e4b0ac96a501d496,40.83526448380753,14.241308724985592,Diner
Pizza Margherita,4cfb8cd80df3236a2668faa9,40.833195195912666,14.238859811363314,Pizza Place
Mosto - Birra&Distillati,55aa1a9a498ef4aa6fdd2b6e,40.83496889858332,14.241205936634396,Beer Bar
Tender (Kisskissbangbang sushi&drink),4e8f53efb8f79f71de0a149f,40.834341948811776,14.242180274761633,Sushi Restaurant
Tunnel Borbonico,50b0df6fe4b047828b7acc73,40.83271978574225,14.243243276757116,Historic Site
66 Fusion Bar,4c13ed6b82a3c9b63064fcf8,40.83505502350899,14.240525236778085,Bar
Antica Latteria,4dcab3fd315103976113b38d,40.835040102988465,14.241247809791824,Italian Restaurant
Ba-Bar,526d535811d2fae4ee610c8a,40.83468773195415,14.240510154337876,Café
Piazza Vittoria,4ba6322ff964a520a43a39e3,40.832370543998096,14.24141380334917,Plaza
Happening,50dca856e4b0e04bec7f4bd3,40.835494829176184,14.240557474630544,Cocktail Bar
Jazzy Bar,4d2658df8292236afbb905bb,40.8351389832753,14.240692756197829,Cocktail Bar
La Feltrinelli,4c5ad7746407d13ac392b528,40.83455859618105,14.242104455437953,Bookstore
Antichi Sapori Partenopei,54cf7990498e27d620cca9ad,40.83586114783705,14.243236308738654,Diner
PAN | Palazzo delle Arti Napoli,4bc37936920eb713e2811d2c,40.83640260476475,14.23689804503165,Art Museum
Jap-one,4bdf166dc3392d7f4a229cd5,40.83348988310181,14.243870716921785,Sushi Restaurant
Crudore',4e8b63d361afcc24d9b31a5b,40.831502,14.242459,Seafood Restaurant
Chandelier Cafè,4b883de9f964a520dce931e3,40.83498379514725,14.240458110383296,Cocktail Bar
Barril,505b7815e4b0ae546188a90b,40.8350239107071,14.238961576192825,Wine Bar
16 libbre - bakery café,545f4b35498ea3c6bbc7a03f,40.83526016903429,14.236332485204125,Bakery
E. Marinella,4be44fc9910020a1de86d114,40.83305398798152,14.240827242603542,Men's Store
Pizzeria Mattozzi,4cc1e6e791413704926db055,40.8360928776951,14.240915745984335,Pizza Place
Vinarium Restaurant Enoteca,4bdf09cfc3392d7fcef99bd5,40.83432776742962,14.242301853377205,Restaurant
cantine sociali,52b35650498e5b5da8e9a0d7,40.83560495492549,14.241172900195501,Wine Bar
Il Gelatiere,4c1c0e05b489b7135f5aa9c7,40.834894,14.236219,Ice Cream Shop
Leopoldo,527fb23a498e9cdc2f7aceee,40.83559738207758,14.243020559230793,Dessert Shop
Villa Comunale,4be2fc77660ec92846cdca3b,40.832412873852356,14.239182543185233,Park
S'move Light Bar,4c44b21ada2176b0d1f1627a,40.83443353286239,14.240140859259446,Cocktail Bar
Antica Osteria da Tonino,4c90bc702626a1cdcce72b6b,40.835837945568926,14.235849911266332,Italian Restaurant
Piazza San Pasquale,4c5a900e04f9be9af202f260,40.83403651262328,14.236400613420141,Plaza
Louis Vuitton,4d1dd625f7a9a143a2cf139f,40.83675437170841,14.240190982818605,Boutique
Villa Pignatelli,4c024704310fc9b65f3dc461,40.83380380696855,14.233834472946414,Museum
Leopoldo Infante S.r.l.,4ed9fdbb775bcc53fa086b0c,40.83664312557747,14.235603882995505,Café
